run_accession	experiment_title	sample_accession	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	last_updated	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sample_description	sra_galaxy	sample_prep_interval	fastq_md5	secondary_study_accession	experimental_protocol	read_count	study_title	bio_material	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_genotype	host_phenotype	environmental_medium	cultivar	instrument_model	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	base_count	library_strategy	restriction_site	serovar	investigation_type	location	library_source	sra_ftp	age	library_layout	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_read_type	library_construction_protocol	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	tag	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	secondary_sample_accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	first_public	transposase_protocol	study_alias
ERR1911515	HiSeq X Ten paired end sequencing	SAMEA4546860	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys	ERA871181					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911515/21765_8#101.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911515/21765_8#101.cram.crai											ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911515/21765_8#101.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911515/21765_8#101.cram.crai			92048645;113182560	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911515/21765_8#101.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911515/21765_8#101.cram.crai							74142baa15b78ff79ffb8b6e7a451ead;c85f6171b9e0c8ba9039a58da7df2dd8	ERC000011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1911515/ERR1911515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1911515/ERR1911515_2.fastq.gz				150933009;2347					4075STDY6305718			389ed2493c1f3ea37e4527b503347cf8;ce670756d6002c1117b6ef448f8fee67	ERP015041		2030258	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys								4075STDY6305718					HiSeq X Ten							HiSeq X Ten paired end sequencing	81								ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1911515/ERR1911515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1911515/ERR1911515_2.fastq.gz					306568958	WGS					GENOMIC			PAIRED										dcc_compare									457			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/005/ERR1911515/ERR1911515_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/005/ERR1911515/ERR1911515_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			b4ed6a10-c356-11e5-bc69-3c4a9275d6c6					SC_RUN_21765_8#101				Standard			SC_EXP_21765_8#101		Wellcome Sanger Institute;SC					DN472125P:D2	pathogen;pathogen:bacterium;pathogen:priority	2017-04-04			ERX1971995	Staphylococcus aureus		1280	PRJEB13482	CRAM;CRAI							ERR1911515	ERS1446039											2017-04-04		Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys-sc-4075
ERR1911656	HiSeq X Ten paired end sequencing	SAMEA4546977	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys	ERA871181					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911656/21765_8#242.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911656/21765_8#242.cram.crai											ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911656/21765_8#242.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911656/21765_8#242.cram.crai			70050794;90406888	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911656/21765_8#242.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911656/21765_8#242.cram.crai							493d85d6b341ea034017fa54cbff87ee;45c6cb2aa1322e14105e3a45ad50abfb	ERC000011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1911656/ERR1911656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1911656/ERR1911656_2.fastq.gz				115168985;2707					4075STDY6305860			6c3134e013c7458353b81243c03cc029;ce1f5af94f419e04008ff4bd96908110	ERP015041		1924522	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys								4075STDY6305860					HiSeq X Ten							HiSeq X Ten paired end sequencing	83								ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1911656/ERR1911656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/006/ERR1911656/ERR1911656_2.fastq.gz					290602822	WGS					GENOMIC			PAIRED										dcc_compare									451			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/006/ERR1911656/ERR1911656_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/006/ERR1911656/ERR1911656_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			b6fd8560-c356-11e5-88b1-3c4a9275d6c6					SC_RUN_21765_8#242				Standard			SC_EXP_21765_8#242		Wellcome Sanger Institute;SC					DN472287J:H8	pathogen;pathogen:bacterium;pathogen:priority	2017-04-04			ERX1972136	Staphylococcus aureus		1280	PRJEB13482	CRAM;CRAI							ERR1911656	ERS1446156											2017-04-04		Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys-sc-4075
ERR1911657	HiSeq X Ten paired end sequencing	SAMEA4546979	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys	ERA871181					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911657/21765_8#243.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911657/21765_8#243.cram.crai											ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911657/21765_8#243.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911657/21765_8#243.cram.crai			108624088;133420796	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911657/21765_8#243.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911657/21765_8#243.cram.crai							a27f38638c5edc80258660bad364f471;e4f405beb91d4c446a29b96893f4e4cc	ERC000011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1911657/ERR1911657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1911657/ERR1911657_2.fastq.gz				176637643;2743					4075STDY6305861			4e16658cd60a7ea423c27f9f0388c2de;9ee47dabb62d64db10167202a5016f3d	ERP015041		2471824	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys								4075STDY6305861					HiSeq X Ten							HiSeq X Ten paired end sequencing	87								ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1911657/ERR1911657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/007/ERR1911657/ERR1911657_2.fastq.gz					373245424	WGS					GENOMIC			PAIRED										dcc_compare									455			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/007/ERR1911657/ERR1911657_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/007/ERR1911657/ERR1911657_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			b70574a0-c356-11e5-88b1-3c4a9275d6c6					SC_RUN_21765_8#243				Standard			SC_EXP_21765_8#243		Wellcome Sanger Institute;SC					DN472287J:A9	pathogen;pathogen:bacterium;pathogen:priority	2017-04-04			ERX1972137	Staphylococcus aureus		1280	PRJEB13482	CRAM;CRAI							ERR1911657	ERS1446158											2017-04-04		Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys-sc-4075
ERR1911659	HiSeq X Ten paired end sequencing	SAMEA4546984	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys	ERA871181					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911659/21765_8#245.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911659/21765_8#245.cram.crai											ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911659/21765_8#245.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911659/21765_8#245.cram.crai			88689348;112044396	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911659/21765_8#245.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911659/21765_8#245.cram.crai							b502632b1e89f8a121ef55981862e4ed;28bf0b598034e8d4abda6d255bf96871	ERC000011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1911659/ERR1911659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1911659/ERR1911659_2.fastq.gz				146350353;2875					4075STDY6305863			269be57f145dd2f06e9c9961fd906ae4;bdbf5370da9f73d81ba56fdb5899ee2f	ERP015041		2195748	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys								4075STDY6305863					HiSeq X Ten							HiSeq X Ten paired end sequencing	83								ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1911659/ERR1911659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/009/ERR1911659/ERR1911659_2.fastq.gz					331557948	WGS					GENOMIC			PAIRED										dcc_compare									446			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/009/ERR1911659/ERR1911659_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/009/ERR1911659/ERR1911659_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			b718ae80-c356-11e5-88b1-3c4a9275d6c6					SC_RUN_21765_8#245				Standard			SC_EXP_21765_8#245		Wellcome Sanger Institute;SC					DN472287J:C9	pathogen;pathogen:bacterium;pathogen:priority	2017-04-04			ERX1972139	Staphylococcus aureus		1280	PRJEB13482	CRAM;CRAI							ERR1911659	ERS1446163											2017-04-04		Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys-sc-4075
ERR1911660	HiSeq X Ten paired end sequencing	SAMEA4546985	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys	ERA871181					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911660/21765_8#246.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911660/21765_8#246.cram.crai											ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911660/21765_8#246.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911660/21765_8#246.cram.crai			75687845;104082852	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911660/21765_8#246.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911660/21765_8#246.cram.crai							855f7b30e70f5d6defb1bbed0a2b5d98;568fbc6da5d97fc4850406a72923bfb6	ERC000011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1911660/ERR1911660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1911660/ERR1911660_2.fastq.gz				130848924;3767					4075STDY6305864			4f686bb4996c83c9ba662de57504a223;7ad47f0439e833e6a5b855cb67bb0783	ERP015041		2420958	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys								4075STDY6305864					HiSeq X Ten							HiSeq X Ten paired end sequencing	88								ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1911660/ERR1911660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/000/ERR1911660/ERR1911660_2.fastq.gz					365564658	WGS					GENOMIC			PAIRED										dcc_compare									454			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/000/ERR1911660/ERR1911660_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/000/ERR1911660/ERR1911660_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			b7204fa0-c356-11e5-88b1-3c4a9275d6c6					SC_RUN_21765_8#246				Standard			SC_EXP_21765_8#246		Wellcome Sanger Institute;SC					DN472287J:D9	pathogen;pathogen:bacterium;pathogen:priority	2017-04-04			ERX1972140	Staphylococcus aureus		1280	PRJEB13482	CRAM;CRAI							ERR1911660	ERS1446164											2017-04-04		Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys-sc-4075
ERR1911661	HiSeq X Ten paired end sequencing	SAMEA4546988	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys	ERA871181					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911661/21765_8#247.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911661/21765_8#247.cram.crai											ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911661/21765_8#247.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911661/21765_8#247.cram.crai			62788569;89459645	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911661/21765_8#247.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911661/21765_8#247.cram.crai							b7c534db4670881fa68e449661437a9b;80610d58ca773dc871ca849637b639bb	ERC000011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1911661/ERR1911661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1911661/ERR1911661_2.fastq.gz				112427169;3199					4075STDY6305865			2f8b4a519caea0d3b5201468c1df245c;3a4fb0cef21d54649108cf76b0db82e0	ERP015041		2038070	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys								4075STDY6305865					HiSeq X Ten							HiSeq X Ten paired end sequencing	80								ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1911661/ERR1911661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/001/ERR1911661/ERR1911661_2.fastq.gz					307748570	WGS					GENOMIC			PAIRED										dcc_compare									442			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/001/ERR1911661/ERR1911661_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/001/ERR1911661/ERR1911661_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			b728b410-c356-11e5-88b1-3c4a9275d6c6					SC_RUN_21765_8#247				Standard			SC_EXP_21765_8#247		Wellcome Sanger Institute;SC					DN472287J:E9	pathogen;pathogen:bacterium;pathogen:priority	2017-04-04			ERX1972141	Staphylococcus aureus		1280	PRJEB13482	CRAM;CRAI							ERR1911661	ERS1446167											2017-04-04		Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys-sc-4075
ERR1911662	HiSeq X Ten paired end sequencing	SAMEA4546990	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys	ERA871181					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911662/21765_8#248.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911662/21765_8#248.cram.crai											ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911662/21765_8#248.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911662/21765_8#248.cram.crai			84386150;103150441	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911662/21765_8#248.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911662/21765_8#248.cram.crai							ae3b7e99533f681c01d8217dbde19368;996878228dece3696fa33f59e402440f	ERC000011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1911662/ERR1911662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1911662/ERR1911662_2.fastq.gz				138143947;2138					4075STDY6305866			d61c4b2da75cd3564a7abbdda6027318;ee47a4d16bb20c481f09ee42302f6161	ERP015041		1879842	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys								4075STDY6305866					HiSeq X Ten							HiSeq X Ten paired end sequencing	81								ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1911662/ERR1911662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/002/ERR1911662/ERR1911662_2.fastq.gz					283856142	WGS					GENOMIC			PAIRED										dcc_compare									442			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/002/ERR1911662/ERR1911662_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/002/ERR1911662/ERR1911662_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			b7325100-c356-11e5-88b1-3c4a9275d6c6					SC_RUN_21765_8#248				Standard			SC_EXP_21765_8#248		Wellcome Sanger Institute;SC					DN472287J:F9	pathogen;pathogen:bacterium;pathogen:priority	2017-04-04			ERX1972142	Staphylococcus aureus		1280	PRJEB13482	CRAM;CRAI							ERR1911662	ERS1446169											2017-04-04		Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys-sc-4075
ERR1911663	HiSeq X Ten paired end sequencing	SAMEA4546992	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys	ERA871181					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911663/21765_8#249.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911663/21765_8#249.cram.crai											ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911663/21765_8#249.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911663/21765_8#249.cram.crai			79663977;107353731	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911663/21765_8#249.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911663/21765_8#249.cram.crai							b2e10288adce569c284ef966a35b397f;d93f7927263fde87cac57eb1611ebd36	ERC000011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1911663/ERR1911663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1911663/ERR1911663_2.fastq.gz				138572107;3956					4075STDY6305867			23d11547608b8036cb98fcce7404b76f;580e66e1ad48b2b2a1e8ba02f91d00f8	ERP015041		2540632	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys								4075STDY6305867					HiSeq X Ten							HiSeq X Ten paired end sequencing	80								ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1911663/ERR1911663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/003/ERR1911663/ERR1911663_2.fastq.gz					383635432	WGS					GENOMIC			PAIRED										dcc_compare									429			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/003/ERR1911663/ERR1911663_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/003/ERR1911663/ERR1911663_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			b739cb10-c356-11e5-88b1-3c4a9275d6c6					SC_RUN_21765_8#249				Standard			SC_EXP_21765_8#249		Wellcome Sanger Institute;SC					DN472287J:G9	pathogen;pathogen:bacterium;pathogen:priority	2017-04-04			ERX1972143	Staphylococcus aureus		1280	PRJEB13482	CRAM;CRAI							ERR1911663	ERS1446171											2017-04-04		Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys-sc-4075
ERR1911664	HiSeq X Ten paired end sequencing	SAMEA4546994	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys	ERA871181					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911664/21765_8#250.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911664/21765_8#250.cram.crai											ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911664/21765_8#250.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911664/21765_8#250.cram.crai			68620674;92624438	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911664/21765_8#250.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911664/21765_8#250.cram.crai							8dc4f273768a866d091ae9aa44c084b4;31bbe86288bd6264011fc67961102974	ERC000011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1911664/ERR1911664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1911664/ERR1911664_2.fastq.gz				116815718;3321					4075STDY6305868			16b55a80c3603099710336d6da47472d;b50a683c5cf21027ab7c8e51728a87c7	ERP015041		2145864	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys								4075STDY6305868					HiSeq X Ten							HiSeq X Ten paired end sequencing	87								ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1911664/ERR1911664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/004/ERR1911664/ERR1911664_2.fastq.gz					324025464	WGS					GENOMIC			PAIRED										dcc_compare									437			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/004/ERR1911664/ERR1911664_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/004/ERR1911664/ERR1911664_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			b7420870-c356-11e5-88b1-3c4a9275d6c6					SC_RUN_21765_8#250				Standard			SC_EXP_21765_8#250		Wellcome Sanger Institute;SC					DN472287J:H9	pathogen;pathogen:bacterium;pathogen:priority	2017-04-04			ERX1972144	Staphylococcus aureus		1280	PRJEB13482	CRAM;CRAI							ERR1911664	ERS1446173											2017-04-04		Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys-sc-4075
ERR1911665	HiSeq X Ten paired end sequencing	SAMEA4546995	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys	ERA871181					RANDOM						2018-11-16	ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911665/21765_8#251.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911665/21765_8#251.cram.crai											ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911665/21765_8#251.cram;ftp.sra.ebi.ac.uk/vol1/run/ERR191/ERR1911665/21765_8#251.cram.crai			123886774;152565124	ILLUMINA						fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911665/21765_8#251.cram;fasp.sra.ebi.ac.uk:/vol1/run/ERR191/ERR1911665/21765_8#251.cram.crai							256691725abe006eaac144a1f6c19b56;6a9da8214a057f73c04b4d1ffa8d80cd	ERC000011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1911665/ERR1911665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1911665/ERR1911665_2.fastq.gz				201952904;3271					4075STDY6305869			76159543d80f439f5b4ea4d4b86f7213;0afc65572b904b9934d3764df98162ba	ERP015041		2822692	Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys								4075STDY6305869					HiSeq X Ten							HiSeq X Ten paired end sequencing	82								ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1911665/ERR1911665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR191/005/ERR1911665/ERR1911665_2.fastq.gz					426226492	WGS					GENOMIC			PAIRED										dcc_compare									447			public			fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/005/ERR1911665/ERR1911665_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR191/005/ERR1911665/ERR1911665_2.fastq.gz	1;131567;2;1783272;1239;91061;1385;90964;1279;1280			b7490d50-c356-11e5-88b1-3c4a9275d6c6					SC_RUN_21765_8#251				Standard			SC_EXP_21765_8#251		Wellcome Sanger Institute;SC					DN472287J:A10	pathogen;pathogen:bacterium;pathogen:priority	2017-04-04			ERX1972145	Staphylococcus aureus		1280	PRJEB13482	CRAM;CRAI							ERR1911665	ERS1446174											2017-04-04		Staphylococcal_Reference_Laboratories__SRL____S__aureus_Structured_Surveys-sc-4075
